player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Precious Achiuwa,achiupr01,2023,RS,TOR,2328,1140,-2.442458528096775,.6059675331768422,-1.836490994919933,1.583853982185798,-3.756531687972737,-2.17267770578694,-1.771179809557317,-.2836726083018088,-2.054852417859126,.400487528610578,.400487528610578,0,-1.867986322660697,-.1828059356499957,-2.050792258310692,-.9560648307826404
Steven Adams,adamsst01,2023,RS,MEM,2391,1133,-.539148558923302,4.174472679092362,3.635324120169059,4.196019485073553,.1861585744365747,4.382178059510127,.4162789084115726,3.55098503806215,3.967263946473722,3.892111051822682,3.892111051822682,0,.0250967973857724,3.570023674338324,3.595120471724097,.2379053556444963
Bam Adebayo,adebaba01,2023,PO,MIA,1681,850,-2.042951574496829,1.343184933929048,-.6997666405677807,.576724929383136,3.955525700411042,4.532250629794178,-1.667750412587889,1.933159610721021,.2654091981331321,1.342984022540262,0,1.342984022540262,-.3474364008910549,2.167668642125351,1.820232241234296,-.415819766317157
Bam Adebayo,adebaba01,2023,RS,MIA,5252,2598,-1.861595555378214,2.663534112107758,.8019385567295445,1.906596618051163,2.212168609088759,4.118765227139923,-1.154757719177639,2.718460297991309,1.56370257881367,5.69216367939698,5.69216367939698,0,-.9571591964310834,2.658545267821884,1.701386071390801,-.452741158051754
Ochai Agbaji,agbajoc01,2023,RS,UTA,2604,1209,-1.323937715486985,-2.198396043023918,-3.522333758510904,.6377934140062106,-.5693488205765791,.0684445934296315,-1.010695667159285,-1.964926572444464,-2.975622239603749,-.1394690977815589,-.1394690977815589,0,-1.145864959566785,-2.506387133355247,-3.652252092922032,.2162159216894602
Santi Aldama,aldamsa01,2023,PO,MEM,216,101,1.17721767997971,-4.883401822986713,-3.706184143007003,3.751935113746136,-11.31583939290029,-7.56390427915415,1.885518273955126,-6.540860519459874,-4.655342245504747,-.1008656661025077,0,-.1008656661025077,.5565191753009251,-7.733596134557028,-7.177076959256103,-.383583962871773
Santi Aldama,aldamsa01,2023,RS,MEM,3608,1682,-1.154400885546804,-.139501149121069,-1.293902034667873,-.4039424815733964,-.740155457961486,-1.144097939534882,-1.074280305632273,-.3243447525911364,-1.39862505822341,1.15952029227029,1.15952029227029,0,-1.353368147078917,.2876054712096786,-1.065762675869238,-.0148623693515611
Nickeil Alexander-Walker,alexani01,2023,PO,MIN,292,148,.1415422399041811,8.968610108777826,9.110152348682007,1.675756209180528,13.2220855468114,14.89784175599193,.4981815965314715,10.46812042831692,10.96630202484839,1.063356234431015,0,1.063356234431015,-.7576896603558785,11.96972597989799,11.21203631954211,-.4440687172750955
Nickeil Alexander-Walker,alexani01,2023,RS,MIN,771,356,-.6652788642204068,2.285225306761148,1.619946442540741,-.6734297571841426,-1.162650634586087,-1.836080391770229,-.6975404645750189,1.689878486851068,.9923380222760487,.6799774616249999,.6799774616249999,0,-.9876880015691248,.789648608201563,-.1980393933675618,.0374372301083691
Nickeil Alexander-Walker,alexani01,2023,RS,UTA,1122,528,.3056853042197378,4.075166730323643,4.380852034543381,-2.33421581104502,1.783298278080393,-.5509175329646272,-.2420094492928414,3.878548646428579,3.636539197135737,1.736579956397191,1.736579956397191,0,.7054221416106027,2.869344925053735,3.574767066664338,.9467904704835263
Grayson Allen,allengr01,2023,PO,MIL,320,149,2.126669330186718,-2.307842109170563,-.1811727789838451,5.206378477602191,-2.926194776067648,2.280183701534543,2.86012163371993,-2.473612966288828,.3865086674311025,.2471242551301367,0,.2471242551301367,2.370093928762104,-5.148293055490481,-2.778199126728377,.482609005015565
Grayson Allen,allengr01,2023,RS,MIL,4214,1972,-.2094795394491736,.4316829285726982,.2222033891235246,.1684589429714747,-.3265631736454536,-.1581042306739789,-.1407040417537295,.2426798244444121,.1019757826906826,2.880050069367837,2.880050069367837,0,.1098190241018005,.3582689875195359,.4680880116213364,.3741355346560243
Jarrett Allen,allenja01,2023,PO,CLE,364,191,-1.61543705426836,1.290935557594689,-.3245014966736712,9.101663999351979,-4.996394791462994,4.105269207888985,.5920738608470854,-.0089996683125929,.5830741925344924,.3274360818359288,0,.3274360818359288,-1.933484538731438,-.7641884331275064,-2.697672971858945,-2.211050967727395
Jarrett Allen,allenja01,2023,RS,CLE,4469,2220,-1.311163952635716,1.654456507070527,.3432925544348109,2.835205734704584,2.200632782311335,5.035838517015919,-.5394373532927099,1.805442886401213,1.266005533108503,4.528900772407242,4.528900772407242,0,-.2196571308298425,2.517666937746666,2.298009806916824,-.4394382157257292
Jose Alvarado,alvarjo01,2023,RS,NOP,2778,1310,.0392583473452232,1.396093694805929,1.435352042151152,-.6771845507453484,3.379530873399319,2.70234632265397,-.1035658465671855,1.865416283725903,1.761850437158718,3.025179268538321,3.025179268538321,0,-.4248347860548891,1.927231590806239,1.502396804751349,.322323360944499
Kyle Anderson,anderky01,2023,PO,MIN,214,104,-1.617480480814731,-.3162710182121762,-1.933751499026907,-7.51218724800762,-1.394593526167586,-8.906780774175205,-2.914574785397594,-.5061271688033226,-3.420701954200917,-.0372869224393335,0,-.0372869224393335,-3.280237466471226,2.51270057474665,-.7675368917245753,1.557570398489695
Kyle Anderson,anderky01,2023,RS,MIN,4145,1957,.0057305139985457,1.336546437907681,1.342276951906227,1.998162862085461,.5131378798330366,2.511300741918498,.4360281166900158,1.234038345807429,1.670066462497445,4.395997186862573,4.395997186862573,0,-.265775612187324,1.242597106889478,.9768214947021536,-.3949418270583721
Giannis Antetokounmpo,antetgi01,2023,PO,MIL,204,91,-3.587460259164577,-7.107604891032905,-10.69506515019748,-10.53870259059945,2.62431216387152,-7.914390426727933,-5.296677162408116,-5.377618897656274,-10.67429606006439,-.3900020505191995,0,-.3900020505191995,-3.891641193061432,-7.910818880024771,-11.8024600730862,2.727820085188191
Giannis Antetokounmpo,antetgi01,2023,RS,MIL,4370,2024,3.70379179782494,2.348775992983601,6.052567790808541,3.26247862347614,1.799753479027336,5.062232102503476,3.808481987784211,2.321659915375266,6.130141903159478,9.313686033964851,9.313686033964851,0,3.793000883966773,1.649778700735046,5.442779584701819,1.581185863095555
Thanasis Antetokounmpo,antetth01,2023,PO,MIL,11,5,-8.331038266864605,-16.23097846992641,-24.56201673679102,6.870765605683236,-5.016905227606167,1.853860378077069,-5.684817273995824,-14.62832307182448,-20.31314034582031,-.0454294398782415,0,-.0454294398782415,-7.078943657859552,-19.58333506991628,-26.66227872777583,-1.653824197855593
Thanasis Antetokounmpo,antetth01,2023,RS,MIL,449,206,-5.564393506347137,-3.622843823409607,-9.187237329756744,-9.966385268955921,-8.982718800143846,-18.94910406909977,-6.804963738833254,-5.001733019461633,-11.80669675829489,-.9455954090367681,-.9455954090367681,0,-5.450646990875637,-5.199460022568408,-10.65010701344404,-.6653099535676185
Cole Anthony,anthoco01,2023,RS,ORL,3230,1552,1.922171601566426,-.5982074873528394,1.323964114213587,1.709357400950712,.2263581352787405,1.935715536229453,2.036866772919645,-.4631402414489068,1.573726531470739,3.396952855840931,3.396952855840931,0,1.469401100757681,-.3940414515286058,1.075359649229075,-.7873056369495007
O.G. Anunoby,anunoog01,2023,RS,TOR,4888,2386,-.8581292048934516,1.894824119961798,1.036694915068347,-.2205462117301215,2.806218956852381,2.58567274512226,-.7895273925369426,2.19611487869557,1.406587486158627,5.079681327868191,5.079681327868191,0,.1016591616566338,2.935879331998649,3.037538493655283,.3932208857245182
Ryan Arcidiacono,arcidry01,2023,RS,POR,318,146,-7.252166479114771,2.282833981877488,-4.969332497237283,-9.672372880179344,5.391482251184771,-4.280890628994573,-8.207326864648577,3.13759557137853,-5.069731293270047,-.1716706678647029,-.1716706678647029,0,-7.132402962701103,1.567106414985385,-5.565296547715717,-.6567090013780974
Ryan Arcidiacono,arcidry01,2023,RS,NYK,57,26,-6.171926383129335,2.484973633013362,-3.686952750115973,-16.95116158015554,14.45908567042111,-2.49207590973443,-8.849258861319926,5.117861172843219,-3.731397688476707,-.0130653143144311,-.0130653143144311,0,-5.679132775130463,1.947856447295142,-3.731276327835321,.3634498458453956
Deni Avdija,avdijde01,2023,RS,WAS,4198,2020,-1.920581651055842,.9549631306621548,-.965618520393687,-.6023590649547823,-.1800903218942217,-.782449386849004,-1.762021408649449,.7913161954800527,-.9707052131693961,1.834479471494147,1.834479471494147,0,-1.536854723726122,1.23015613904419,-.3066985846819323,.0402440823290638
Deandre Ayton,aytonde01,2023,PO,PHO,660,319,-3.269676302553035,-1.571936827907845,-4.84161313046088,-2.718634198562476,-1.105261779791602,-3.823895978354078,-3.401890043266162,-1.485445175363777,-4.887335218629939,-.3566908620170394,0,-.3566908620170394,-4.72049005875293,-.2398392693489812,-4.960329328101912,-.5679439373755167
Deandre Ayton,aytonde01,2023,RS,PHO,4182,2035,-2.124943690967306,.3510861979530808,-1.773857493014225,-2.095830121633125,-1.912371830372183,-4.008201952005308,-2.25071255767227,-.1364027424751608,-2.387115300147431,.3748639501711042,.3748639501711042,0,-1.904039651053241,.1313745028030023,-1.772665148250239,-.5099715935867047
